Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Ward,Searches,Searches which got estimate,Searches for Quotes,Searches which got Quotes,Bookings,Completed Trips,Search-to-estimate Rate,Estimate-to-search for quotes Rate,Quote Acceptance Rate,Quote-to-booking Rate,Cancelled Bookings,Booking Cancellation Rate,Conversion Rate,Drivers' Earnings,Average Distance per Trip (km),Average Fare per Trip,Distance Travelled (km),latitude,longitude,h3_index
2024-03-12,koramangala,Sony World Junction,30620,42.07429305661111,1.5,100.0,100.0,1,111.24,67.76895581109633,68.69408478554479,83.50479944726348,95,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-12,koramangala,Sarjapur Road,47061,40.47680766683587,1.5,100.0,100.0,3,144.122,50.61374874897411,64.71332451886705,56.2769449724802,98,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-13,whitefield,Marathahalli Bridge,15574,31.891080146526075,1.299273222580961,55.11686231039471,81.58506072111659,0,81.148,63.18772336553751,84.34023017364824,98.23699729516056,111,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-13,koramangala,Sony World Junction,55641,21.69661115409432,1.5,100.0,100.0,3,161.28199999999998,62.40107008116677,70.90524038384338,66.46262325645428,90,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-14,koramangala,Sony World Junction,30235,37.35647755039281,1.5,96.44150185207796,100.0,3,110.47,69.56047031690224,88.28520514814176,85.97158402475122,93,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-15,whitefield,Marathahalli Bridge,21070,48.23829406583289,1.176680521911561,75.01987150479938,100.0,2,92.14,35.23057455568267,63.36402530250244,79.91439706617057,98,Fog,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-15,whitefield,ITPL Main Road,22850,47.7822919832629,1.0474638664216849,70.54995396812599,100.0,3,95.7,79.01281342905823,79.61220171856363,93.5159536076462,99,Fog,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-15,koramangala,Sony World Junction,29108,41.97764379236769,1.5,98.89873995428437,100.0,0,108.216,22.0928820481156,87.47437173992296,81.84063598536515,107,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-15,koramangala,Sarjapur Road,47061,38.619442564301096,1.5,100.0,100.0,3,144.122,74.28460662440479,62.6280268481355,82.36367054436082,94,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-16,whitefield,Marathahalli Bridge,26464,34.94217524238618,1.5,82.53367828080765,100.0,1,102.928,47.16234209548015,87.92265275521272,54.03450694261237,96,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-16,whitefield,ITPL Main Road,33921,44.43901281710061,1.5,100.0,100.0,0,117.842,13.386410188747693,68.44532686682537,88.38021357982691,103,Windy,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-16,koramangala,Sarjapur Road,49504,48.13262176636062,1.5,100.0,100.0,3,149.00799999999998,48.05292088197814,70.15277185969809,98.4186487566659,117,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-17,whitefield,ITPL Main Road,24969,50.731680750393735,1.188754793832155,87.93112776050083,100.0,4,99.938,66.72594780689019,62.03882446938077,98.21020361372194,104,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-17,koramangala,Sarjapur Road,16041,60.18818314962753,1.3474151062173414,60.71963713751681,81.52200057978861,0,82.082,58.37188202297138,67.37068887504913,55.11936825364021,106,Fog,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-18,whitefield,Marathahalli Bridge,27232,50.35246466892715,1.5,85.50972592732793,100.0,2,104.464,55.96014287869516,67.99925830724176,50.06350686201055,112,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-18,koramangala,Sony World Junction,54627,43.53891084573249,1.5,100.0,100.0,4,159.25400000000002,13.74215384017084,93.09725904905918,64.60037003122164,94,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-18,koramangala,Sarjapur Road,58314,41.86488747445256,1.5,100.0,100.0,2,166.628,30.408384462363813,95.73256133862832,64.63116862424408,100,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-19,whitefield,Marathahalli Bridge,21246,36.388794423650765,1.1675901607310393,67.17377408621178,100.0,1,92.492,47.78807524721454,96.11279863942292,53.22762711703689,108,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-19,whitefield,ITPL Main Road,31591,32.26717480475453,1.5,100.0,100.0,2,113.182,70.78918889154515,95.39090430742657,86.88995092403363,114,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-19,koramangala,Sony World Junction,14314,46.103324712808906,1.004910022573516,46.06410759996854,67.17800419944507,1,78.628,49.35750491012861,81.13159893224103,78.08109924820201,182,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-20,whitefield,Marathahalli Bridge,17077,48.06816065186965,1.3567081875667577,53.17768676757787,87.47185895139046,0,84.154,29.908748343150503,80.63866881626296,88.78994771993767,89,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-20,koramangala,Sony World Junction,61403,40.19031220762575,1.5,100.0,100.0,0,172.80599999999998,59.59063991294919,91.13994093397696,82.60450858920319,102,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-20,koramangala,Sarjapur Road,44316,29.30953786951845,1.5,100.0,100.0,2,138.632,30.97738397297773,62.49067810171946,53.45693084149911,99,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-21,koramangala,Sony World Junction,30781,29.342652491443765,1.5,94.82000435215932,100.0,5,111.562,31.344484993321764,79.4857899492091,55.95020321367068,112,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-21,koramangala,Sarjapur Road,55172,43.36460302625375,1.5,100.0,100.0,3,160.344,52.178489849054415,84.65454194992375,90.78992528953653,90,Overcast,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-22,koramangala,Sarjapur Road,29427,43.16633678837061,1.5,97.16252399586756,100.0,1,108.854,60.90788049381939,75.15652827167027,86.58202942077041,105,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-23,whitefield,ITPL Main Road,7241,41.48670872437424,1.1853193985106618,19.98927510380865,39.40810579744475,0,64.482,78.9138212949306,91.82080981069552,83.3224824474644,211,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-23,koramangala,Sony World Junction,47034,22.396997145796743,1.5,100.0,100.0,2,144.06799999999998,13.950017306731375,81.38237454288014,96.07419370316056,90,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-24,koramangala,Sony World Junction,48654,34.786565477870454,1.5,100.0,100.0,1,147.308,59.294437792094186,80.10735557251806,69.81516135391453,111,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-25,whitefield,Marathahalli Bridge,33507,30.040806904804622,1.5,100.0,100.0,2,117.014,36.30529946038398,98.49801319869378,53.53508287246053,100,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-25,whitefield,ITPL Main Road,19172,35.284694382643835,1.1292553815001265,58.12581844393748,94.83196452601534,0,88.344,75.76661165797809,89.0047332911164,95.53627935319622,91,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-25,koramangala,Sony World Junction,60483,35.98311321864786,1.5,100.0,100.0,4,170.966,14.051821323322718,89.43152619801063,75.47534757765087,120,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-26,whitefield,Marathahalli Bridge,9214,38.83955829495751,1.3197194568860413,28.301934272430103,47.2730781193805,1,68.428,47.8160480013504,84.95090669937332,72.03301632919658,209,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-26,whitefield,ITPL Main Road,17112,43.4722928849832,1.0544798292774409,57.29516568047964,82.81630344929694,0,84.22399999999999,71.34373762517662,87.73889665649716,82.2306368182013,102,Fog,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-26,koramangala,Sony World Junction,29057,35.48999815246497,1.5,97.03052036468864,100.0,3,108.114,51.81222363499577,64.88339921370071,54.0372338375053,107,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-26,koramangala,Sarjapur Road,56404,28.11560983886098,1.5,100.0,100.0,4,162.808,13.855013816207908,63.85571760001974,69.0551691474911,96,Windy,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-27,koramangala,Sarjapur Road,63816,28.27558998584587,1.5,100.0,100.0,2,177.632,37.68598067103309,72.47353763974964,73.096186505805,107,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-28,whitefield,Marathahalli Bridge,30794,51.02053789397232,1.5,100.0,100.0,0,111.588,78.22101502450951,96.74112517063293,62.63625788538438,103,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-28,koramangala,Sony World Junction,43087,25.5577213314864,1.5,100.0,100.0,3,136.174,19.11543444298028,71.20970624446446,90.7233576177716,90,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-28,koramangala,Sarjapur Road,30581,46.84799185519097,1.5,100.0,100.0,1,111.162,23.31187209472287,92.22171607119448,54.76151567721321,110,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-29,whitefield,ITPL Main Road,9585,33.73028927311927,1.0536836482896748,40.72131775107435,46.29212477300788,0,69.17,17.750200619519248,60.99592235568655,76.17404937229315,215,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-29,koramangala,Sarjapur Road,31306,24.01103656097895,1.5,100.0,100.0,3,112.612,29.10133759112896,87.92973382958284,82.37980364822687,111,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-30,whitefield,Marathahalli Bridge,17914,53.78275524058393,1.1574236021379678,55.6906292661001,85.03015993345772,0,85.828,27.34289896686913,93.36222292903828,74.47526391948418,102,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-30,whitefield,ITPL Main Road,17268,33.26871942702202,1.2753221196741893,52.45712031426254,85.62205194428014,0,84.536,53.94864565012156,79.5509776026656,83.80221400000377,84,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-03-30,koramangala,Sony World Junction,55658,25.496027888645813,1.5,100.0,100.0,3,161.316,61.92158316614522,93.81433716104708,57.65946893576924,108,Fog,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-30,koramangala,Sarjapur Road,46776,36.22624019020465,1.5,100.0,100.0,2,143.55200000000002,74.98291219173743,99.79004876115766,94.22901773330057,106,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-03-31,koramangala,Sony World Junction,27863,21.106330290144086,1.5,95.98795496204308,100.0,1,105.726,15.165916983725314,87.33111694072328,54.74401221629734,94,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-01,whitefield,Marathahalli Bridge,17045,38.95315457926663,1.2418956889815436,57.63623697517318,86.78558073800397,1,84.09,78.57885032321475,74.1759858744798,53.91187138345867,111,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-01,koramangala,Sony World Junction,38044,28.28170876258485,1.5,100.0,100.0,3,126.088,54.117145073560415,91.61099515491252,89.76309498172836,86,Overcast,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-01,koramangala,Sarjapur Road,32180,35.70153449726487,1.5,100.0,100.0,4,114.36,42.94512153107102,94.36256550177666,65.54070929417462,88,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-02,whitefield,Marathahalli Bridge,20317,36.189830455180896,1.040484793228288,57.86209517592762,100.0,0,90.634,68.10076571553324,85.62594467502265,90.27427217203044,103,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-02,whitefield,ITPL Main Road,24495,32.10744529479262,1.268865048011294,87.88030430582712,100.0,3,98.99,30.70575078609863,64.73404662495685,88.0062279804202,103,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-02,koramangala,Sony World Junction,45210,20.799586394886504,1.5,100.0,100.0,3,140.42000000000002,71.46233056323209,65.55234214089184,95.8561069735111,103,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-02,koramangala,Sarjapur Road,55962,39.58164429873123,1.5,100.0,100.0,6,161.924,61.24755627953663,80.17142313378878,72.30449448262976,108,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-03,koramangala,Sarjapur Road,28881,39.94443515655591,1.5,100.0,100.0,2,107.762,68.52473192746227,73.58299939313677,70.35122601682275,102,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-04,whitefield,ITPL Main Road,24362,62.45840955988244,1.1596566051252482,83.25597603020486,100.0,1,98.724,23.9396684728578,82.71863571161022,96.88540457028296,95,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-04,koramangala,Sarjapur Road,15990,54.29477414050759,1.3516774884788243,59.08363617826157,80.86030342135557,1,81.98,73.15679007066021,78.0473007604935,59.051410120320206,90,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-05,koramangala,Sony World Junction,29624,44.08768576040356,1.5,100.0,100.0,1,109.248,78.78431901949736,75.2830054513775,63.33363297134595,104,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-05,koramangala,Sarjapur Road,48098,38.66052176885975,1.5,100.0,100.0,0,146.196,41.40883863298183,68.5345158402976,60.80673508585372,84,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-06,koramangala,Sony World Junction,15406,68.63716829859294,1.141099591373748,48.04502162745207,79.29330875226755,0,80.812,78.13697772339421,63.82856341887227,54.34881267472675,117,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-06,koramangala,Sarjapur Road,45794,29.5451849761508,1.5,100.0,100.0,2,141.588,12.375194897402007,90.42758979721968,59.49469680651004,108,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-07,whitefield,ITPL Main Road,22478,39.127853025401535,1.316626517676185,70.87911816048589,100.0,1,94.956,44.88296649614598,66.51107998799436,68.034864818999,99,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2024-04-07,koramangala,Sony World Junction,62232,32.705843700772995,1.5,100.0,100.0,0,174.464,38.14922807894125,91.10550235875242,64.84959395322728,115,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2024-04-07,koramangala,Sarjapur Road,28415,30.8011207917273,1.5,100.0,100.0,2,106.83,19.88525772899672,69.53006578050477,56.76122715498205,101,Windy,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
